x,y
423,75420477
424,75957268
425,76496600
426,77038479
427,77582911
428,78129902
429,78679458
430,79231585
431,79786289
432,80343576
433,80903452
434,81465923
435,82030995
436,82598674
437,83168966
438,83741877
439,84317413
440,84895580
441,85476384
442,86059831
443,86645927
444,87234678
445,87826090
446,88420169
447,89016921
448,89616352
449,90218468
450,90823275
451,91430779
452,92040986
453,92653902
454,93269533
455,93887885
456,94508964
457,95132776
458,95759327
459,96388623
460,97020670
461,97655474
462,98293041
463,98933377
464,99576488
465,100222380
466,100871059
467,101522531
468,102176802
469,102833878
470,103493765
471,104156469
472,104821996
473,105490352
474,106161543
475,106835575
476,107512454
477,108192186
478,108874777
479,109560233
480,110248560
481,110939764
482,111633851
483,112330827
484,113030698
485,113733470
486,114439149
487,115147741
